"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"fl_em_operacao";"SITUAÇÃO";"ATIVIDADE";"TIPOATIVIDADE";"ESTRUTURA BÁSICA";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"COMPLEMENTO";"TELEFONE";"EMAIL_INSTITUCIONAL";"EMAIL_COMERCIAL";"SITE";"DATA GERAÇÃO CERTIFICADO";"DATA VALIDADE CERTIFICADO";"CÓDIGO CERTIFICADO";"CNAE";"SEGMENTOS TURISTICOS";"LINGUAS";"UH";"UHs ACESSÍVEIS";"TOTAL DE LEITOS"
ADELINA ALCARAZ MANEZ;CHALE MONTSERRAT;"39780101000168";Empresário (Individual);1994-07-18;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37340000";MG;Bocaina de Minas;;Sem Logradouro;;(24)3387-1218;;;POUSADAMONTSERRAT,COM.BR;"08/03/2018";"08/03/2020";"39780101000168";"5510801 - HOTÉIS";; Espanhol;5;0;10
JOSE PACIFICO DOS SANTOS;POUSADA IPANEMA;"40475246000134";Empresário (Individual);1991-05-03;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"48602490";BA;Paulo Afonso;Centro;Ministro Landulfo Alves;;(75)3281-3369;hotelporthaldailha@ig.com.br;hotelporthaldailha@ig.com.br;;"12/07/2017";"12/07/2019";"40475246000134";"5590603 - PENSÕES (ALOJAMENTO)";;;13;0;30
JOSE PACIFICO DOS SANTOS;HOTEL PORTAL DA ILHA;"40475246000215";Empresário (Individual);2004-05-05;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"48601200";BA;Paulo Afonso;;Sem Logradouro;;(75)3281-1494;HOTELPORTHALDAILHA@IG.COM.BR;HOTELPORTHALDAILHA@IG.COM.BR;WWW.HOTELORTALDAILHA.COM.BR;"10/07/2017";"10/07/2019";"40475246000215";"5510801 - HOTÉIS";;;60;2;130
POUSADA E HOTEL RIO MUCURI LTDA - EPP;POUSADA RIO MUCURI;"40542664000105";Sociedade Empresária Limitada;1991-07-29;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"45936000";BA;Mucuri;;Sem Logradouro;;(73)3605-3803;pousada@riomucuri.com.br;pousada@riomucuri.com.br;www.pousadariomucuri.com.br;"21/12/2017";"21/12/2019";"40542664000105";"5510801 - HOTÉIS";;;38;0;64
HOTEL POUSADA VILLAGE ARRAIAL LTDA;HOTEL POUSADA VILLAGE ARRAIAL;"40564775000104";Sociedade Empresária Limitada;1991-10-01;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"45816000";BA;Porto Seguro;;Sem Logradouro;;(73)3575-1040;ger-arraial@mnhoteis.com.br;ger-arraial@mnhoteis.com.br;www.mnhoteis.com.br;"28/03/2018";"28/03/2020";"40564775000104";"5510801 - HOTÉIS";; Português;46;0;94
REDE EMPREENDIMENTOS HOTELEIROS LTDA;HOTEL ESTALAGEM PORTO SEGURO;"40585077000195";Sociedade Empresária Limitada;1991-09-05;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"45810000";BA;Porto Seguro;;Rua Marechal Deodoro, 66;;(73)3288-2095;reservas@hotelestalagem.com.br;reservas@hotelestalagem.com.br;WWW.HOTELESTALAGEM.COM.BR;"08/02/2018";"08/02/2020";"40585077000195";"5510801 - HOTÉIS";; Espanhol | Inglês;24;0;65
POUSADA SERRA BRANCA LTDA;POUSADA SERRA BRANCA                                        ;"41797499000197";Sociedade Empresária Limitada;1992-01-29;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37418000";MG;São Thomé das Letras;;Sem Logradouro;;(35)3237-1200;pousadaserrabranca@uol.com.br;pousadaserrabranca@uol.com.br;www.pousadaserrabranca.fotoblog.uol.com.br                  ;"09/03/2018";"09/03/2020";"41797499000197";"5510801 - HOTÉIS";;;28;0;62
ARAXA EMPREENDIMENTOS HOTELEIROS LTDA;GROS MOTEL;"41832841000142";Sociedade Empresária Limitada;1992-03-04;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"38183970";MG;Araxá;Centro;AC Araxá;;(34)3662-9281;;;;"09/03/2018";"09/03/2020";"41832841000142";"5510801 - HOTÉIS";; Espanhol | Francês | Inglês;14;0;14
POUSADA DAS ARARAS LTDA;POUSADA DAS ARARAS;"41891060000129";Sociedade Empresária Limitada;1992-04-27;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"39600000";MG;Araçuaí;;Rua Miguel Chalub 100 Santa Tereza;;(33)3731-1248;bruno@jequitiarahotel.com.br;bruno@jequitiarahotel.com.br;www.pousadararas.com.br;"23/02/2017";"23/02/2019";"41891060000129";"5510801 - HOTÉIS";; Inglês;35;18;80
HOTEL GAVEA LTDA;HOTEL GÁVEA                                                 ;"41903519000167";Sociedade Empresária Limitada;1992-05-04;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"36880000";MG;Muriaé;;Sem Logradouro;;(32)3721-5109;;;;"09/03/2018";"09/03/2020";"41903519000167";"5510801 - HOTÉIS";; Inglês;28;3;59
RESTAURANTE CANTO DA FAZENDA LTDA;FAZENDA HOTEL ITAPUA;"41954181000172";Sociedade Empresária Limitada;1992-06-01;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37653000";MG;Camanducaia;;Sem Logradouro;;(35)3438-1177;ITAPUA@MICROPIC.COM.BR;ITAPUA@MICROPIC.COM.BR;WWW.ITAPUAMONTEVERDE,COM.BR;"22/03/2018";"22/03/2020";"41954181000172";"5510801 - HOTÉIS";;;20;0;60
J&J HOTEIS E TURISMO LTDA - ME;J&J HOTEIS E TURISMO;"41983982000166";Sociedade Empresária Limitada;1992-07-09;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"46750000";BA;Mucugê;;Sem Logradouro;;(75)3338-2210;pousadamucugechapada@yahoo.com.br;pousadamucugechapada@yahoo.com.br;;"20/11/2017";"20/11/2019";"41983982000166";"5510801 - HOTÉIS";; Inglês;30;0;95
CEDITUR COELHO EMPREENDIMENTOS HOTEIS E TURISMO LTDA - ME;CEDITUR;"42009662000172";Sociedade Empresária Limitada;1992-07-24;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"47600000";BA;Bom Jesus da Lapa;;Sem Logradouro;;(77)3481-2743;ceditour@uol.com.br;ceditour@uol.com.br;;"12/01/2018";"12/01/2020";"42009662000172";"5510801 - HOTÉIS";;;64;2;240
SCAR HOTEIS E TURISMO EIRELI;HOTEL CATHARINA PARAGUAÇU;"42029298000102";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);1992-09-14;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"41950640";BA;Salvador;Rio Vermelho;João Gomes;;(71)3334-0089;sarasouza@scar.com.br;sarasouza@scar.com.br;WWW.HOTELCATHARINAPARAGUACU.COM.BR;"11/08/2016";"11/08/2018";"42029298000102";"5510801 - HOTÉIS";; Inglês;31;1;64
HOTEL ACALANTO LTDA;HOTEL ACALANTO LTDA;"42065862000142";Sociedade Empresária Limitada;1992-11-10;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"44075465";BA;Feira de Santana;Ponto Central;Torres;;(75)3612-6700;GERENCIA@HOTELACALANTO.COM.BR;reserva@hotelacalanto.com.br;www.hotelacalanto.com.br;"26/03/2018";"26/03/2020";"42065862000142";"5510801 - HOTÉIS";;;42;1;99
ARPOADOR DE HOTEIS E TURISMO LTDA;HOTEL ARPOADOR ;"42143107000210";Sociedade Empresária Limitada;1975-12-11;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"22080040";RJ;Rio de Janeiro;Copacabana;Francisco Otaviano, 177;;(21)2523-0060;financeiro@grupoarpoador.com;financeiro@grupoarpoador.com;www.hotelarpoador.com;"27/03/2018";"27/03/2020";"42143107000210";"5510801 - HOTÉIS";; Espanhol | Inglês | Francês | Italiano;49;1;98
ALICANTE HOTEL LTDA;ALICANTE HOTEL;"42158857000184";Sociedade Empresária Limitada;1972-05-02;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"20230010";RJ;Rio de Janeiro;Centro;Riachuelo;;(21)3547-5241;alicantehotel@igmail.com;alicantehotel@igmail.com;www.hotelalicante.com.br;"29/01/2018";"29/01/2020";"42158857000184";"5510801 - HOTÉIS";; Espanhol | Inglês;65;7;132
HOTEL SHEIK LTDA;HOTEL SHEIK;"42266221000156";Sociedade Empresária Limitada;1973-05-18;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"20231012";RJ;Rio de Janeiro;Centro;Gomes Freire;;(21)2242-4409;diretoria.sheik@gmail.com;diretoria.sheik@gmail.com;;"07/02/2018";"07/02/2020";"42266221000156";"5510801 - HOTÉIS";; Espanhol;43;1;86
ASTOR HOTEIS E TURISMO LTDA;HOTEL ASTORIA COPACABANA;"42491068000160";Sociedade Empresária Limitada;1975-08-29;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"22021040";RJ;Rio de Janeiro;Copacabana;República do Peru;;(21)2545-9090;DIRETORIA@ASTORIA.COM.BR;DIRETORIA@ASTORIA.COM.BR;WWW.ASTORIA.COM.BR;"05/02/2018";"05/02/2020";"42491068000160";"5510801 - HOTÉIS";; Espanhol | Francês | Inglês | Italiano;124;126;248
KATHIA REGINA GORGULHO VALERIO;POUSADA DO DUQUE;"42815415000163";Empresário (Individual);1992-06-23;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37480000";MG;Lambari;;Sem Logradouro;;(35)3271-2450;fernandaominas@yahoo.com.br;fernandaominas@yahoo.com.br;;"03/05/2017";"03/05/2019";"42815415000163";"5510801 - HOTÉIS";;;26;0;26
PRIMAVERA REAL LTDA;REAL HOTEL;"42863985000129";Sociedade Empresária Limitada;1992-07-29;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"35700296";MG;Sete Lagoas;Canaã;Martiniano de Carvalho;;(31)3773-3301;RESERAVS@REALHOTEL.COM.BR;RESERAVS@REALHOTEL.COM.BR;WWW.REALHOTELL.COM.BR;"16/05/2017";"16/05/2019";"42863985000129";"5510801 - HOTÉIS";; Inglês;33;0;99
HOTEL CENTRAL DE CAMANDUCAIA LTDA;HOTEL CENTRAL;"42897306000132";Sociedade Empresária Limitada;1992-08-24;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37650000";MG;Camanducaia;;Sem Logradouro;;(35)3433-1315;;;;"09/03/2018";"09/03/2020";"42897306000132";"5510801 - HOTÉIS";; Espanhol | Inglês;22;0;36
PARQUE HOTEL DE LAMBARI LTDA;PARQUE HOTEL;"42928291000122";Sociedade Empresária Limitada;1992-08-12;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"37480000";MG;Lambari;;Sem Logradouro;;(35)3271-2000;reservas@parquehotellambari.com.br;reservas@parquehotellambari.com.br;www.parquehotellambari.com.br;"16/05/2017";"16/05/2019";"42928291000122";"5510801 - HOTÉIS";; Inglês;82;0;250
PARQUE HOTEL DE LAMBARI LTDA;JS HOTÉIS;"42928291000203";Sociedade Empresária Limitada;2006-09-11;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"37480000";MG;Lambari;;Sem Logradouro;;(35)3271-9000;CONTATO@JSHOTEL.COM.BR;CONTATO@JSHOTEL.COM.BR;WWW.JSHOTEL.COM.BR;"03/05/2017";"03/05/2019";"42928291000203";"5510801 - HOTÉIS";; Inglês;30;0;120
LOJA DE CHARME LTDA;POUSADA VILLA ADOBE;"42961128000161";Sociedade Empresária Limitada;1992-10-14;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"36325000";MG;Tiradentes;;Sem Logradouro;;(32)3355-1487;;;;"06/03/2018";"06/03/2020";"42961128000161";"5510801 - HOTÉIS";; Francês | Inglês | Italiano;5;0;10
KHALIL OBEID & CIA LTDA;OBEID PLAZA HOTEL;"45011509001735";Sociedade Empresária Limitada;1996-11-12;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"17012202";SP;Bauru;Vila Nova Cidade Universitária;Nações Unidas;;(14)3234-5300;gko@obeidhoteis.com.br;gko@obeidhoteis.com.br;;"12/01/2018";"12/01/2020";"45011509001735";"5510801 - HOTÉIS";; Espanhol | Inglês;191;7;512
PLAZA HOTEL DE LINS LTDA;PLAZA HOTEL DE LINS;"51662534000114";Sociedade Empresária Limitada;1967-09-06;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"16400060";SP;Lins;Centro;Oswaldo Cruz;- até 662/663;(14)3522-1999;escpaulista@uol.com.br;plazalins@gmail.com;http://www.plazahotellins.com.br;"29/03/2018";"29/03/2020";"51662534000114";"5510801 - HOTÉIS";; Português | Inglês | Espanhol;48;5;48
RESIDENCIA ALAMEDA HOTELEIRA LTDA;RESIDENCIA ALAMEDA HOTELEIRA LTDA;"52445459000283";Sociedade Empresária Limitada;1989-01-13;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"01419002";SP;São Paulo;;Sem Logradouro;;(11)3258-2811;alameda@alameda.tur.br;alameda@alameda.tur.br;;"21/02/2018";"21/02/2020";"52445459000283";"5510801 - HOTÉIS";; Inglês | Italiano;30;0;60
HOTEL ARUJA LTDA;HOTEL ARUJÁ LTDA - EPP;"52681640000108";Sociedade Empresária Limitada;1983-06-27;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"07400420";SP;Arujá;;Sem Logradouro;;(11)4655-0644;financeiro@hotelaruja.com.br;financeiro@hotelaruja.com.br;www.hotelaruja.com.br;"29/01/2018";"29/01/2020";"52681640000108";"5510801 - HOTÉIS";; Espanhol | Inglês;112;0;112
HOTEL FLOR DA LIBERDADE LTDA;HOTEL FLOR DA LIBERDADE LTDA ME;"55119747000155";Sociedade Empresária Limitada;1985-10-28;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"01526000";SP;São Paulo;Aclimação;Sem Logradouro;;(11)3341-4047;hotelflordaliberdade@gmail.com;hotelflordaliberdade@gmail.com;;"17/04/2018";"17/04/2020";"55119747000155";"5510801 - HOTÉIS";;;20;0;31
BLACK STREAM HOTEL LTDA;BLACK STREAM HOTEL;"56018773000150";Sociedade Empresária Limitada;1983-07-25;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"14010000";SP;Ribeirão Preto;Centro;General Osório;;(16)3977-3939;fiscal@streamhoteis.com.br;fiscal@streamhoteis.com.br;www.streamhoteis.com.br;"15/02/2018";"15/02/2020";"56018773000150";"5510801 - HOTÉIS";; Espanhol | Inglês;59;0;124
POUSADA CHALES PEDRAS VERDES LIMITADA;POUSADA CHALES PEDRAS VERDES LIMITADA;"56928419000162";Sociedade Empresária Limitada;1987-01-13;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"11680000";SP;Ubatuba;;Av Tenente Manuel Barbosa da Silva,236;;(11)3842-8970;tarso5656@gmail.com;tarso5656@gmail.com;www.pedrasverdes.com.br;"29/03/2018";"29/03/2020";"56928419000162";"5590699 - OUTROS ALOJAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE";;;16;0;86
RK HOTEIS E TURISMO LTDA;RK HOTÉIS E TURISMO LTDA;"57774309000237";Sociedade Empresária Limitada;1987-09-03;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"79380000";MS;Miranda;;Sem Logradouro;;(67)3242-1450;caiman@caiman.com.br;caiman@caiman.com.br;www.caiman.com.br;"07/03/2018";"07/03/2020";"57774309000237";"5510801 - HOTÉIS";; Inglês;27;2;61
HOTEL NACIONAL INN C J LTDA;HOTEL NACIONAL INN C J LTDA;"59737841000129";Sociedade Empresária Limitada;1988-11-23;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"12460000";SP;Campos do Jordão;;Sem Logradouro;;(12)3663-3887;reservas@pousadanacionalinn.com.br;reservas@pousadanacionalinn.com.br;;"21/02/2018";"21/02/2020";"59737841000129";"5510801 - HOTÉIS";;;24;1;53
J A GONCALVES;J A GONCALVES;"63509830000320";Empresário (Individual);1994-12-09;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"64046040";PI;Teresina;Noivos;Lima Rebelo;;(86)3233-2515;hotelpoty@bol.com.br;hotelpoty@bol.com.br;;"09/03/2018";"09/03/2020";"63509830000320";"5510801 - HOTÉIS";;;100;10;210
R J DE MOURA;BARAO PALACE HOTEL;"63514806000118";Empresário (Individual);1991-06-12;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"64019655";PI;Teresina;Tabuleta;Barão de Gurguéia, 4008;- lado par;(86)3218-3267;baraopalacehotel@yahoo.com.br;baraopalacehotel@yahoo.com.br;;"09/03/2018";"09/03/2020";"63514806000118";"5510801 - HOTÉIS";;;15;1;16
SAO CRISTOVAO HOTEL LTDA;SAO CRISTOVAO HOTEL TRANSPORTE E TURISMO;"63589394000185";Sociedade Empresária Limitada;1991-10-07;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"65055555";MA;São Luís;Tirirical;Santos Dumont;;(98)3245-5622;GUTO.MILHOMEM@BOL.COM.BR;GUTO.MILHOMEM@BOL.COM.BR;;"03/03/2018";"03/03/2020";"63589394000185";"5510801 - HOTÉIS";;;98;25;98
MAXIMUS SLIM HOTEIS LTDA;MAXIMUS SLIM;"63781835000146";Sociedade Empresária Limitada;1992-03-06;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"76908296";RO;Ji-Paraná;Jotão;Doutor Osvaldo;;(69)3421-1997;hotelnasc@br.turbo.com;hotelnasc@br.turbo.com;;"20/02/2018";"20/02/2020";"63781835000146";"5510801 - HOTÉIS";; Inglês;60;1;141
BELO TURISMO EIRELI;BELOALTER HOTEL;"63809883000103";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);1991-01-29;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"68035000";PA;Santarém;Santarenzinho;Engenheiro Fernando Guilhon;;(93)3527-1230;beloalter.comercial1@gmail.com;beloalter.comercial1@gmail.com;;"02/01/2018";"02/01/2020";"63809883000103";"5510801 - HOTÉIS";; Espanhol | Inglês | Japonês;30;12;90
BARACAT & JUNQUEIRA LTDA;HOTEL DAS NAÇÕES;"64306269000183";Sociedade Empresária Limitada;1990-09-26;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37472000";MG;Carmo de Minas;;Sem Logradouro;;(35)3334-1533;;;;"09/03/2018";"09/03/2020";"64306269000183";"5510801 - HOTÉIS";;;42;0;85
HOTEL SONIA LTDA;HOTEL SÔNIA;"64446388000131";Sociedade Empresária Limitada;1990-12-11;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"39200000";MG;Corinto;;Sem Logradouro;;(38)3751-1579;hotelsoniacoorinto@yahoo.com.br;hotelsoniacoorinto@yahoo.com.br;;"31/07/2017";"31/07/2019";"64446388000131";"5510801 - HOTÉIS";;;30;5;90
HELIO JOSE TEIXEIRA FERNANDES;HOTEL AGUAS VIRTUOSAS;"65381014000148";Empresário (Individual);1991-05-21;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37480000";MG;Lambari;;Sem Logradouro;;(35)3271-4123;atendimento@hotelaguasvirtuosas.com.br;atendimento@hotelaguasvirtuosas.com.br;www.hotelaguasvirtuosas.com.br;"03/05/2017";"03/05/2019";"65381014000148";"5510801 - HOTÉIS";; Espanhol | Inglês;22;1;88
VALE DO SONHO HOTEL & EVENTOS LTDA;VALE DO SONHO;"68261718000175";Sociedade Empresária Limitada;1992-07-03;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"08900000";SP;Guararema;;Sem Logradouro;;(11)4693-1894;contatohotel@valedosonho.tur.br;contatohotel@valedosonho.tur.br;www.valedosonho.tur.br;"21/02/2018";"21/02/2020";"68261718000175";"5510801 - HOTÉIS";; Inglês;26;1;90
HOTEL FAZENDA ALAMO LTDA;ÁLAMO;"68506989000143";Sociedade Empresária Limitada;1992-08-31;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37280000";MG;Candeias;;Sem Logradouro;;(35)3832-1883;ALAMO@STRATUS.COM.BR;ALAMO@STRATUS.COM.BR;;"09/03/2018";"09/03/2020";"68506989000143";"5510801 - HOTÉIS";;;6;2;46
POUSADA TURMALINA LTDA;POUSADA TURMALINA;"68514249000159";Sociedade Empresária Limitada;1992-11-06;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"39804530";MG;Teófilo Otoni;São Cristóvão;Rileno Penchel;;(33)3522-9605;POUSATUR@UAI.COM.BR;POUSATUR@UAI.COM.BR;;"06/03/2018";"06/03/2020";"68514249000159";"5510801 - HOTÉIS";;;30;1;140
DOTEL OPERADORA DE SERVICOS HOTELEIROS LTDA;DOTEL OPERADORA DE SERVIÇOS HOTELEIROS;"68797141000463";Sociedade Simples Limitada;2010-06-29;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"95020471";RS;Caxias do Sul;Nossa Senhora de Lourdes;Os Dezoito do Forte;;(54)3039-5001;swancaxias@swanhoteis.com.br;swancaxias@swanhoteis.com.br;www.swanhoteis.com.br;"15/02/2018";"15/02/2020";"68797141000463";"5510801 - HOTÉIS";; Espanhol | Inglês;120;1;242
EVOLUTION HOTEIS LTDA - EPP;EVOLUTION HOTÉIS;"69371755000107";Sociedade Empresária Limitada;1992-12-18;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"60835025";CE;Fortaleza;Sabiaguaba;Manoel Mavignier;;(85)4008-8900;reservas@portodaldeia.com.br;reservas@portodaldeia.com.br;www.portodaldeia.com.br;"18/01/2018";"18/01/2020";"69371755000107";"5510801 - HOTÉIS";; Espanhol | Inglês;108;2;260
JANGADEIRO PRAIA HOTEL & EVENTOS LTDA  - ME;JANGADEIRO PRAIA HOTEL;"69705432000102";Sociedade Empresária Limitada;1993-02-18;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"61700000";CE;Aquiraz;;Sem Logradouro;;(85)3361-6039;reservas@hoteljangadeiro.com.br;reservas@hoteljangadeiro.com.br;www.hoteljangadeiro.com.br;"28/09/2017";"28/09/2019";"69705432000102";"5510801 - HOTÉIS";; Inglês;60;2;194
POUSADA SABRINNA LTDA  - ME;POUSADA SABRINNA;"69982965000123";Sociedade Empresária Limitada;1993-09-02;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"57030570";AL;Maceió;Ponta da Terra;Quintino Bocaiúva;;(82)3377-1703;pousadasabrinna@gmail.com;pousadasabrinna@gmail.com;;"13/01/2017";"13/01/2019";"69982965000123";"5590603 - PENSÕES (ALOJAMENTO)";;;5;1;17
JEFFERSON JERONIMO DOS SANTOS;POUSADA CAMPO VERDE;"70001730000192";Empresário (Individual);1994-02-01;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"57245306";AL;São Miguel dos Campos;Rui Palmeira;João Soriano Bonfim, 726;POUSADA CAMPO VERDE;(82)9913-6615;jeffersonjdsantos@hotmail.com;pousadacampoverde@hotmail.com;;"23/03/2018";"23/03/2020";"70001730000192";"5510801 - HOTÉIS";;;17;0;35
HOTEL RIO MAR LTDA - ME;HOTEL RIO MAR;"70005863000137";Sociedade Empresária Limitada;1994-04-27;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"57180000";AL;Barra de São Miguel;;Sem Logradouro;;(82)3272-1432;diretoria@hotelriomar.com.br;diretoria@hotelriomar.com.br;;"21/02/2017";"21/02/2019";"70005863000137";"5510801 - HOTÉIS";; Espanhol;25;1;65
T BARBALHO SIMONETTI EIRELI - EPP;Pousada da Ladeira;"70159355000103";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);1995-01-11;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"59179000";RN;Pipa;;Avenida Baía dos Golfinhos, 802;Praia da Pipa;(84)3246-2334;pousadadaladeira@uol.com.br;pousadadaladeira@uol.com.br;www.pipa.com.br/pousadadaladeira;"02/03/2018";"02/03/2020";"70159355000103";"5510801 - HOTÉIS";;;30;0;60
T BARBALHO SIMONETTI EIRELI - EPP;Bupitanga Hotel;"70159355000294";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);2014-01-24;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"59179000";RN;Pipa;;Avenida Baía dos Golfinhos, 1877;Praia da Pipa;(84)3246-2626;contato@bupitangahotel.com.br;contato@bupitangahotel.com.br;www.bupitangahotel.com.br;"07/02/2018";"07/02/2020";"70159355000294";"5510801 - HOTÉIS";; Inglês | Espanhol;30;0;60
LAURITA FARIAS;HOTEL TREVÃO DA AMAZONIA;"70496302000188";Empresário Individual;1993-09-15;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"78110798";MT;Várzea Grande;"23 de Setembro";Acre;;(65)3684-1154;hotel-trevo.vg@hotmail.com;hotel-trevo.vg@hotmail.com;;"08/03/2018";"08/03/2020";"70496302000188";"5510801 - HOTÉIS";;;37;0;88
GERALDO FERREIRA DA MATA;HOTEL E RESTAURANTE CARNEIRINHOS;"71262976000180";Empresário (Individual);1994-03-07;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"35930028";MG;João Monlevade;Alvorada;Lucindo Caldeira;;(31)3852-4080;;;;"09/03/2018";"09/03/2020";"71262976000180";"5510801 - HOTÉIS";;;18;0;37
IVA SANTANA VILELA;POUSADA & ESTALAGEM;"71333702000135";Empresário (Individual);1993-09-10;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"37150000";MG;Carmo do Rio Claro;;Sem Logradouro;;(35)9961-7862;POUSADA_ESTALAGEM@HOTMAIL.COM;POUSADA_ESTALAGEM@HOTMAIL.COM;;"09/03/2018";"09/03/2020";"71333702000135";"5510801 - HOTÉIS";;;6;0;15
CARNEIRO DE MELO HOTEIS EIRELI;*****************************************;"73261398000193";Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);1993-08-25;EMPRESA DE PEQUENO PORTE;1;Em Operação;Meio de Hospedagem;;;"60060440";CE;Fortaleza;Praia de Iracema;Almirante Barroso;;(85)3453-2000;qualidade@carmelmagna.com.br;comercial@carmelhoteis.com.br;www.carmelhoteis.com.br;"02/03/2018";"02/03/2020";"73261398000193";"5510801 - HOTÉIS";;;66;0;160
SAMADHI HOTELS LTDA;COSTA BRASILIS RESORT;"73357113000465";Sociedade Empresária Limitada;1999-04-20;DEMAIS;1;Em Operação;Meio de Hospedagem;;;"45807000";BA;Santa Cruz Cabrália;;Sem Logradouro;;(73)3282-8200;financeiro@costabrasilis.com.br;financeiro@costabrasilis.com.br;www.costabrasilis.com.br;"06/03/2018";"06/03/2020";"73357113000465";"5510801 - HOTÉIS";; Espanhol | Inglês;122;4;150
SANTOS RIBEIRO HOTEIS E TURISMO LTDA - ME;SANTOS RIBEIRO HOTEIS E TURISMO LTDA;"73411217000168";Sociedade Empresária Limitada;1993-09-23;MICROEMPRESA;1;Em Operação;Meio de Hospedagem;;;"46750000";BA;Mucugê;;Sem Logradouro;;(75)3338-2150;hotel@alpinamucuge.com.br;hotel@alpinamucuge.com.br;alpinamucuge.com.br;"28/03/2017";"28/03/2019";"73411217000168";"5510801 - HOTÉIS";; Inglês;32;1;100
